CustomerID,AcquisitionSource,AcquisitionCost,AttributionType
CU005752,Partner,1279.67,First Touch
CU005753,LinkedIn Ads,1232.79,Multi-Touch
CU005754,Outbound,519.01,Last Touch
CU005755,Event,4624.51,First Touch
CU005756,Referral,5040.11,Last Touch
CU005757,Outbound,4711.92,Last Touch
CU005758,Google Ads,1369.93,Last Touch
CU005759,Outbound,846.15,First Touch
CU005760,Organic Search,240.04,First Touch
CU005761,Outbound,4844.74,First Touch
CU005762,Google Ads,4729.69,First Touch
CU005763,Event,1441.92,First Touch
CU005764,Organic Search,1226.83,First Touch
CU005765,Organic Search,1314.83,Last Touch
CU005766,Event,828.86,First Touch
CU005767,Google Ads,811.37,Multi-Touch
CU005768,Organic Search,1046.75,First Touch
CU005769,Partner,468.73,Multi-Touch
CU005770,Google Ads,4458.04,Multi-Touch
CU005771,Outbound,4423.76,Multi-Touch
CU005772,Event,1168.81,Multi-Touch
CU005773,Organic Search,4404.16,First Touch
CU005774,Partner,4403.83,Multi-Touch
CU005775,Partner,378.98,Multi-Touch
CU005776,Event,394.92,Last Touch
CU005777,Referral,1031.42,Multi-Touch
CU005778,Event,397.67,First Touch
CU005779,Partner,4514.27,First Touch
CU005780,LinkedIn Ads,4212.88,First Touch
CU005781,Outbound,397.46,First Touch
CU005782,Organic Search,4333.54,Last Touch
CU005783,Google Ads,1437.55,First Touch
CU005784,LinkedIn Ads,89.2,Last Touch
CU005785,Outbound,4332.5,Last Touch
CU005786,Google Ads,1381.54,Last Touch
CU005787,LinkedIn Ads,4597.04,Multi-Touch
CU005788,Referral,1222.19,First Touch
CU005789,Referral,4553.27,First Touch
CU005790,Google Ads,1229.17,Last Touch
CU005791,LinkedIn Ads,1158.55,Multi-Touch
CU005792,Outbound,439.94,Last Touch
CU005793,Partner,354.6,Multi-Touch
CU005794,Organic Search,1242.78,Multi-Touch
CU005795,Event,74.14,Last Touch
CU005796,Partner,1289.65,First Touch
CU005797,Event,981.18,Multi-Touch
CU005798,Event,5074.64,Multi-Touch
CU005799,Event,1183.66,Multi-Touch
CU005800,Event,1472.88,Last Touch
CU005801,Google Ads,149.22,First Touch
CU005802,Google Ads,4743.76,Last Touch
CU005803,Event,4333.54,Multi-Touch
CU005804,Organic Search,1526.24,First Touch
CU005805,Referral,4553.46,First Touch
CU005806,Outbound,1339.03,Last Touch
CU005807,LinkedIn Ads,1765.82,Multi-Touch
CU005808,Partner,1544.58,First Touch
CU005809,Event,485.99,Multi-Touch
CU005810,Organic Search,4604.8,First Touch
CU005811,Referral,661.69,First Touch
CU005812,Outbound,1435.5,Multi-Touch
CU005813,Google Ads,1233.24,First Touch
CU005814,Partner,296.89,Last Touch
CU005815,LinkedIn Ads,576.0,Multi-Touch
CU005816,Event,1361.29,Last Touch
CU005817,Outbound,525.76,First Touch
CU005818,Organic Search,372.24,Multi-Touch
CU005819,LinkedIn Ads,4584.23,Multi-Touch
CU005820,Outbound,844.84,Multi-Touch
CU005821,Google Ads,315.64,Multi-Touch
CU005822,Partner,1171.84,Last Touch
CU005823,Referral,1332.94,Last Touch
CU005824,Referral,1235.78,Last Touch
CU005825,Partner,4664.65,First Touch
CU005826,Referral,1175.69,Last Touch
CU005827,Outbound,1421.22,First Touch
CU005828,LinkedIn Ads,488.43,Multi-Touch
CU005829,Google Ads,807.94,Multi-Touch
CU005830,LinkedIn Ads,1067.41,First Touch
CU005831,Organic Search,358.92,First Touch
CU005832,Organic Search,656.35,Multi-Touch
CU005833,Google Ads,270.88,Multi-Touch
CU005834,Google Ads,4508.56,Last Touch
CU005835,LinkedIn Ads,4414.74,Last Touch
CU005836,Partner,480.06,Last Touch
CU005837,Organic Search,604.11,Multi-Touch
CU005838,Organic Search,1228.75,Multi-Touch
CU005839,Outbound,147.62,Last Touch
CU005840,LinkedIn Ads,4689.54,Last Touch
CU005841,Partner,1292.08,First Touch
CU005842,Organic Search,240.36,Multi-Touch
CU005843,Google Ads,452.21,Multi-Touch
CU005844,Referral,4592.8,Multi-Touch
CU005845,Organic Search,266.85,Last Touch
CU005846,Outbound,1228.05,Last Touch
CU005847,Event,1098.06,Multi-Touch
CU005848,LinkedIn Ads,4771.05,Multi-Touch
CU005849,Outbound,4427.88,Last Touch
CU005850,Outbound,1381.96,First Touch
CU005851,Outbound,1115.12,First Touch
CU005852,Partner,4674.77,First Touch
CU005853,Partner,330.92,Multi-Touch
CU005854,Outbound,333.09,Last Touch
CU005855,Event,1312.78,Last Touch
CU005856,Organic Search,746.11,Multi-Touch
CU005857,Google Ads,1271.14,Multi-Touch
CU005858,Google Ads,1278.33,Multi-Touch
CU005859,Outbound,563.16,Multi-Touch
CU005860,Event,42.11,First Touch
CU005861,Event,1340.4,Multi-Touch
CU005862,Google Ads,642.74,Last Touch
CU005863,Organic Search,309.14,First Touch
CU005864,Event,1495.46,First Touch
CU005865,Google Ads,4605.86,First Touch
CU005866,Organic Search,194.57,Last Touch
CU005867,Event,1072.42,Last Touch
CU005868,Outbound,524.52,Multi-Touch
CU005869,Google Ads,1248.39,Last Touch
CU005870,Organic Search,4357.77,Multi-Touch
CU005871,Referral,1231.38,First Touch
CU005872,Organic Search,1392.34,Last Touch
CU005873,Event,946.76,First Touch
CU005874,LinkedIn Ads,1171.21,First Touch
CU005875,Google Ads,297.04,Multi-Touch
CU005876,Event,4373.2,First Touch
CU005877,Outbound,4674.63,Last Touch
CU005878,Outbound,436.91,Multi-Touch
CU005879,LinkedIn Ads,524.2,Last Touch
CU005880,Organic Search,261.95,Last Touch
CU005881,Organic Search,568.4,Multi-Touch
CU005882,LinkedIn Ads,416.71,Last Touch
CU005883,LinkedIn Ads,1240.79,Multi-Touch
CU005884,Organic Search,181.83,Multi-Touch
CU005885,Event,441.36,First Touch
CU005886,Google Ads,1178.9,First Touch
CU005887,Event,4515.26,First Touch
CU005888,Referral,289.63,Multi-Touch
CU005889,Organic Search,4318.43,Last Touch
CU005890,Organic Search,355.02,Last Touch
CU005891,Referral,392.6,Last Touch
CU005892,Event,186.88,Last Touch
CU005893,Google Ads,1284.77,Last Touch
CU005894,Google Ads,4353.29,Multi-Touch
CU005895,LinkedIn Ads,4464.4,Multi-Touch
CU005896,Referral,4196.59,First Touch
CU005897,Referral,234.14,Last Touch
CU005898,LinkedIn Ads,4648.41,First Touch
CU005899,Outbound,1201.02,Last Touch
CU005900,Google Ads,1478.0,First Touch
CU005901,Partner,4506.29,First Touch
CU005902,LinkedIn Ads,468.79,First Touch
CU005903,Referral,346.8,Last Touch
CU005904,Outbound,157.6,Multi-Touch
CU005905,Event,4143.79,Multi-Touch
CU005906,Event,4327.78,Multi-Touch
CU005907,Outbound,4452.46,First Touch
CU005908,Event,1236.95,Multi-Touch
CU005909,Referral,32.23,First Touch
CU005910,Outbound,1128.49,Last Touch
CU005911,Google Ads,1211.81,Multi-Touch
CU005912,Event,4295.27,Last Touch
CU005913,Organic Search,706.23,Multi-Touch
CU005914,Google Ads,926.02,Multi-Touch
CU005915,LinkedIn Ads,1151.42,Multi-Touch
CU005916,Partner,1149.98,First Touch
CU005917,LinkedIn Ads,1213.97,Last Touch
CU005918,Partner,935.07,First Touch
CU005919,Outbound,4592.43,Last Touch
CU005920,Outbound,1577.18,First Touch
CU005921,Partner,956.61,Last Touch
CU005922,Outbound,626.17,First Touch
CU005923,Organic Search,4611.75,Multi-Touch
CU005924,Event,4200.74,Last Touch
CU005925,Outbound,363.47,Last Touch
CU005926,Google Ads,4381.6,Multi-Touch
CU005927,Google Ads,4673.17,Multi-Touch
CU005928,Outbound,501.61,Multi-Touch
CU005929,Partner,485.48,Multi-Touch
CU005930,Event,4782.64,First Touch
CU005931,Event,1232.14,Multi-Touch
CU005932,Event,25.82,Last Touch
CU005933,Event,1174.45,Multi-Touch
CU005934,Organic Search,4274.76,Multi-Touch
CU005935,Event,4366.02,Multi-Touch
CU005936,LinkedIn Ads,1235.3,Multi-Touch
CU005937,LinkedIn Ads,4520.38,Multi-Touch
CU005938,Partner,417.8,First Touch
CU005939,Google Ads,1134.65,Last Touch
CU005940,Outbound,4560.64,Multi-Touch
CU005941,Outbound,1055.15,Last Touch
CU005942,LinkedIn Ads,4823.23,Last Touch
CU005943,Event,1265.41,First Touch
CU005944,Outbound,4821.25,First Touch
CU005945,Partner,446.9,First Touch
CU005946,Google Ads,4413.25,Last Touch
CU005947,Outbound,113.42,First Touch
CU005948,Organic Search,440.11,Multi-Touch
CU005949,Google Ads,4508.43,Last Touch
CU005950,Referral,4509.53,First Touch
CU005951,LinkedIn Ads,299.12,Last Touch
CU005952,Event,4515.14,First Touch
CU005953,Outbound,784.27,First Touch
CU005954,Organic Search,397.97,First Touch
CU005955,Partner,1183.72,First Touch
CU005956,Google Ads,1149.1,Multi-Touch
CU005957,Referral,4186.8,Multi-Touch
CU005958,Outbound,372.88,Multi-Touch
CU005959,Partner,4579.09,Multi-Touch
CU005960,Google Ads,1615.64,Multi-Touch
CU005961,Google Ads,224.69,Multi-Touch
CU005962,Referral,476.44,Multi-Touch
CU005963,LinkedIn Ads,4668.48,Last Touch
CU005964,Organic Search,4682.6,Multi-Touch
CU005965,Referral,4463.94,Multi-Touch
CU005966,Event,4572.11,First Touch
CU005967,Referral,1236.57,First Touch
CU005968,LinkedIn Ads,4621.29,Last Touch
CU005969,Organic Search,1201.9,Last Touch
CU005970,Organic Search,4698.95,First Touch
CU005971,Partner,1447.06,Last Touch
CU005972,Organic Search,4401.56,Multi-Touch
CU005973,Outbound,1009.78,First Touch
CU005974,LinkedIn Ads,470.23,Last Touch
CU005975,Outbound,1241.14,Last Touch
CU005976,Referral,280.91,Last Touch
CU005977,Organic Search,4745.73,Multi-Touch
CU005978,Partner,4507.41,First Touch
CU005979,Organic Search,1653.67,Last Touch
CU005980,Partner,4267.08,Multi-Touch
CU005981,Google Ads,4240.65,Last Touch
CU005982,Organic Search,1214.8,Last Touch
CU005983,Outbound,961.51,Multi-Touch
CU005984,Google Ads,4892.28,Multi-Touch
CU005985,Partner,988.16,Multi-Touch
CU005986,LinkedIn Ads,1326.54,Multi-Touch
CU005987,Google Ads,908.62,Multi-Touch
CU005988,Event,231.73,First Touch
CU005989,Event,903.96,First Touch
CU005990,Google Ads,4509.63,Last Touch
CU005991,Outbound,4601.92,First Touch
CU005992,Organic Search,4314.93,First Touch
CU005993,Google Ads,1298.4,First Touch
CU005994,Organic Search,456.72,Last Touch
CU005995,LinkedIn Ads,4494.12,Multi-Touch
CU005996,Organic Search,262.44,First Touch
CU005997,Google Ads,840.65,Multi-Touch
CU005998,Outbound,531.83,Last Touch
CU005999,Referral,4132.52,First Touch
CU006000,Partner,261.09,First Touch
CU006001,Google Ads,4227.22,Last Touch
CU006002,Outbound,341.52,First Touch
CU006003,Referral,4254.44,Last Touch
CU006004,Organic Search,1366.16,First Touch
CU006005,Google Ads,1078.25,First Touch
CU006006,Referral,1352.62,First Touch
CU006007,Partner,258.47,Last Touch
CU006008,Outbound,4790.76,Last Touch
CU006009,Outbound,1165.31,First Touch
CU006010,Partner,319.09,First Touch
CU006011,Organic Search,425.21,Multi-Touch
CU006012,Referral,4564.47,Multi-Touch
CU006013,Event,993.61,First Touch
CU006014,Event,1455.79,Multi-Touch
CU006015,Organic Search,1123.97,Last Touch
CU006016,Event,4327.81,First Touch
CU006017,Event,4352.45,Last Touch
CU006018,Event,461.3,Multi-Touch
CU006019,Event,263.86,First Touch
CU006020,Outbound,457.59,Last Touch
CU006021,Google Ads,237.07,Multi-Touch
CU006022,Referral,1017.9,Multi-Touch
CU006023,Partner,4465.24,Last Touch
CU006024,Google Ads,4503.95,Last Touch
CU006025,Partner,298.35,Last Touch
CU006026,Outbound,4704.82,First Touch
CU006027,Event,4288.14,First Touch
CU006028,Outbound,4447.13,Last Touch
CU006029,Outbound,1494.87,Multi-Touch
CU006030,LinkedIn Ads,4534.84,First Touch
CU006031,Outbound,64.42,Last Touch
CU006032,Google Ads,763.67,Last Touch
CU006033,LinkedIn Ads,1165.15,First Touch
CU006034,Outbound,4478.16,First Touch
CU006035,Organic Search,478.01,Last Touch
CU006036,Organic Search,4435.32,First Touch
CU006037,Partner,1123.5,Multi-Touch
CU006038,Outbound,751.4,Last Touch
CU006039,Organic Search,4352.2,Multi-Touch
CU006040,Event,214.09,First Touch
CU006041,Referral,322.12,Multi-Touch
CU006042,Event,885.41,Last Touch
CU006043,Partner,3938.15,Last Touch
CU006044,Event,4592.25,First Touch
CU006045,Organic Search,3946.17,Multi-Touch
CU006046,Referral,654.42,Last Touch
CU006047,Organic Search,508.91,First Touch
CU006048,LinkedIn Ads,1073.39,Last Touch
CU006049,Partner,298.87,First Touch
CU006050,Partner,931.0,Last Touch
CU006051,Outbound,4624.65,Multi-Touch
CU006052,LinkedIn Ads,4685.71,First Touch
CU006053,Event,1330.6,Multi-Touch
CU006054,Organic Search,1140.51,Multi-Touch
CU006055,Organic Search,422.74,Last Touch
CU006056,Organic Search,552.63,Last Touch
CU006057,LinkedIn Ads,4577.43,Multi-Touch
CU006058,Partner,4483.36,Multi-Touch
CU006059,LinkedIn Ads,4606.76,Last Touch
CU006060,LinkedIn Ads,4492.61,Multi-Touch
CU006061,Event,4800.44,First Touch
CU006062,Referral,4895.31,Last Touch
CU006063,Outbound,1343.9,First Touch
CU006064,Event,342.57,Last Touch
CU006065,Event,302.32,First Touch
CU006066,Event,329.12,First Touch
CU006067,Organic Search,4398.29,First Touch
CU006068,Event,4667.13,First Touch
CU006069,Organic Search,290.57,Last Touch
CU006070,LinkedIn Ads,4570.13,Last Touch
CU006071,Partner,161.39,First Touch
CU006072,Event,4614.58,Multi-Touch
CU006073,Outbound,702.06,First Touch
CU006074,Google Ads,4456.72,Multi-Touch
CU006075,Google Ads,276.83,Multi-Touch
CU006076,Partner,4350.38,First Touch
CU006077,LinkedIn Ads,1135.29,Multi-Touch
CU006078,Event,1438.56,First Touch
CU006079,Event,1181.92,Multi-Touch
CU006080,Partner,778.7,Last Touch
CU006081,Partner,1097.58,Multi-Touch
CU006082,Partner,1000.02,Last Touch
CU006083,Google Ads,4129.04,First Touch
CU006084,Outbound,14.75,Last Touch
CU006085,Organic Search,1135.48,First Touch
CU006086,Referral,503.25,Last Touch
CU006087,Partner,1152.13,First Touch
CU006088,Referral,377.6,First Touch
CU006089,Outbound,1338.53,Last Touch
CU006090,Partner,624.55,Multi-Touch
CU006091,Partner,675.17,Multi-Touch
CU006092,LinkedIn Ads,1267.27,First Touch
CU006093,Partner,4223.04,Multi-Touch
CU006094,Google Ads,286.45,Multi-Touch
CU006095,Partner,4397.05,Multi-Touch
CU006096,Partner,366.37,Last Touch
CU006097,LinkedIn Ads,4532.16,First Touch
CU006098,Partner,1263.34,Multi-Touch
CU006099,Google Ads,1307.92,First Touch
CU006100,Outbound,93.24,Last Touch
CU006101,LinkedIn Ads,375.45,Multi-Touch
CU006102,Partner,1305.0,Multi-Touch
CU006103,Partner,4483.18,Multi-Touch
CU006104,Referral,396.44,First Touch
CU006105,Partner,1240.83,Multi-Touch
CU006106,Outbound,1138.15,First Touch
CU006107,Organic Search,4316.57,Multi-Touch
CU006108,Partner,4576.45,First Touch
CU006109,Outbound,1269.33,First Touch
CU006110,Google Ads,4594.64,Last Touch
CU006111,Partner,4298.68,First Touch
CU006112,Outbound,4318.5,First Touch
CU006113,LinkedIn Ads,4901.26,Last Touch
CU006114,Google Ads,428.02,Last Touch
CU006115,Partner,4527.49,First Touch
CU006116,LinkedIn Ads,4456.15,Last Touch
CU006117,Outbound,4392.39,Multi-Touch
CU006118,Google Ads,484.41,Multi-Touch
CU006119,Partner,248.67,Last Touch
CU006120,Event,1342.01,First Touch
CU006121,Google Ads,990.31,First Touch
CU006122,Event,4522.34,Multi-Touch
CU006123,Partner,1069.18,First Touch
CU006124,Partner,431.42,First Touch
CU006125,Partner,4742.87,Multi-Touch
CU006126,Outbound,98.79,Last Touch
CU006127,Organic Search,200.06,Multi-Touch
CU006128,Outbound,364.11,Last Touch
CU006129,Event,235.34,Multi-Touch
CU006130,Organic Search,377.4,Last Touch
CU006131,Partner,307.98,Last Touch
CU006132,Partner,4376.13,Multi-Touch
CU006133,LinkedIn Ads,4599.64,First Touch
CU006134,Event,484.02,Last Touch
CU006135,Event,974.16,Last Touch
CU006136,Google Ads,4229.07,Multi-Touch
CU006137,Organic Search,1020.24,First Touch
CU006138,Organic Search,1347.9,Last Touch
CU006139,Outbound,31.05,First Touch
CU006140,LinkedIn Ads,486.94,Multi-Touch
CU006141,Google Ads,534.56,Multi-Touch
CU006142,Google Ads,4492.72,First Touch
CU006143,Partner,1360.79,Last Touch
CU006144,LinkedIn Ads,256.02,Last Touch
CU006145,Referral,1477.6,First Touch
CU006146,LinkedIn Ads,27.82,First Touch
CU006147,LinkedIn Ads,141.97,Last Touch
CU006148,Partner,997.72,Last Touch
CU006149,Event,1208.15,Multi-Touch
CU006150,Event,1021.56,Last Touch
CU006151,Event,311.17,Multi-Touch
CU006152,Referral,1211.0,Last Touch
CU006153,Partner,1015.16,Multi-Touch
CU006154,Referral,473.93,Multi-Touch
CU006155,LinkedIn Ads,1465.51,Multi-Touch
CU006156,Organic Search,286.81,Last Touch
CU006157,Event,4648.15,Multi-Touch
CU006158,LinkedIn Ads,4848.73,First Touch
CU006159,Event,388.63,Multi-Touch
CU006160,Organic Search,583.36,Last Touch
CU006161,Google Ads,295.38,Last Touch
CU006162,Outbound,4474.32,First Touch
CU006163,Referral,4484.22,Last Touch
CU006164,Partner,1304.2,Last Touch
CU006165,LinkedIn Ads,1511.67,Multi-Touch
CU006166,Event,4556.21,First Touch
CU006167,Outbound,59.48,Last Touch
CU006168,Event,1067.57,Multi-Touch
CU006169,Referral,4397.51,Last Touch
CU006170,Outbound,1371.87,Last Touch
CU006171,Organic Search,4596.57,Last Touch
CU006172,Referral,538.86,Multi-Touch
CU006173,Partner,621.42,First Touch
CU006174,Event,547.3,Multi-Touch
CU006175,Organic Search,1162.23,Last Touch
CU006176,Referral,1249.62,Last Touch
CU006177,Event,7.71,Multi-Touch
CU006178,Organic Search,4158.18,First Touch
CU006179,Organic Search,40.9,First Touch
CU006180,Google Ads,1167.7,Last Touch
CU006181,Organic Search,1054.54,Multi-Touch
CU006182,Organic Search,4185.46,Last Touch
CU006183,Event,4677.37,First Touch
CU006184,Partner,182.71,Multi-Touch
CU006185,Outbound,1323.18,First Touch
CU006186,Event,467.94,Multi-Touch
CU006187,Referral,4576.32,First Touch
CU006188,Partner,1333.17,First Touch
CU006189,Referral,4721.83,Multi-Touch
CU006190,Outbound,1203.02,Last Touch
CU006191,Partner,161.55,Last Touch
CU006192,Event,4419.75,First Touch
CU006193,LinkedIn Ads,1469.82,Last Touch
CU006194,Google Ads,681.02,First Touch
CU006195,Organic Search,4939.21,Multi-Touch
CU006196,LinkedIn Ads,4549.24,Last Touch
CU006197,Google Ads,822.61,First Touch
CU006198,Partner,952.82,Last Touch
CU006199,Partner,1151.14,Multi-Touch
CU006200,Event,773.96,First Touch
CU006201,Outbound,4577.55,First Touch
CU006202,Google Ads,1188.68,Multi-Touch
CU006203,Partner,353.11,Last Touch
CU006204,Event,4834.22,Multi-Touch
CU006205,Outbound,341.17,First Touch
CU006206,Event,1284.99,First Touch
CU006207,Google Ads,1400.86,Last Touch
CU006208,Organic Search,1087.36,First Touch
CU006209,Organic Search,1015.49,First Touch
CU006210,Google Ads,95.58,Multi-Touch
CU006211,Referral,1554.27,First Touch
CU006212,Event,4670.42,Last Touch
CU006213,Partner,428.52,Multi-Touch
CU006214,Referral,4419.29,Multi-Touch
CU006215,Outbound,407.12,Multi-Touch
CU006216,Partner,138.36,Multi-Touch
CU006217,Outbound,4233.13,Multi-Touch
CU006218,Google Ads,4320.5,Multi-Touch
CU006219,Google Ads,4637.8,First Touch
CU006220,Partner,4530.54,Multi-Touch
CU006221,Organic Search,4433.88,Multi-Touch
CU006222,Partner,588.56,Multi-Touch
CU006223,Event,386.35,Multi-Touch
CU006224,Organic Search,87.98,Multi-Touch
CU006225,Organic Search,1234.17,Last Touch
CU006226,Referral,1479.98,First Touch
CU006227,LinkedIn Ads,4268.7,First Touch
CU006228,Referral,1345.75,Last Touch
CU006229,Partner,1005.81,Last Touch
CU006230,Referral,1290.33,First Touch
CU006231,Organic Search,4203.96,Last Touch
CU006232,Referral,521.93,Last Touch
CU006233,Event,4383.7,Multi-Touch
CU006234,Organic Search,4680.68,First Touch
CU006235,Google Ads,4607.6,First Touch
CU006236,Google Ads,1452.88,Multi-Touch
CU006237,Outbound,170.42,First Touch
CU006238,Organic Search,4352.04,Last Touch
CU006239,Referral,1034.05,First Touch
CU006240,Referral,1083.98,First Touch
CU006241,LinkedIn Ads,1217.25,Multi-Touch
CU006242,Organic Search,4608.31,Last Touch
CU006243,LinkedIn Ads,243.73,Last Touch
CU006244,Google Ads,1274.84,Last Touch
CU006245,LinkedIn Ads,4365.1,Last Touch
