TicketID,CustomerID,OpenedDate,Severity,ResolutionHours,Status,Category
T023460,CU007743,2026-05-24,Low,4.78,Open,Performance
T023461,CU007578,2026-04-01,High,15.67,Escalated,Product Bug
T023462,CU002384,2025-06-05,Medium,4.39,Resolved,Billing
T023463,CU002388,2026-06-13,Low,1.92,Resolved,Billing
T023464,CU004425,2026-01-16,Medium,1.99,Resolved,Billing
T023465,CU009673,2024-09-07,Medium,1.43,Open,Integration
T023466,CU004842,2025-08-24,Medium,5.07,Open,How-to
T023467,CU008596,2023-05-25,Medium,2.67,Open,Billing
T023468,CU008144,2026-06-15,Medium,5.05,Open,Billing
T023469,CU011431,2024-12-26,Low,3.05,Resolved,Account
T023470,CU007578,2026-01-05,Medium,5.33,Escalated,Product Bug
T023471,CU001161,2025-04-22,Low,14.61,Open,How-to
T023472,CU006541,2026-05-18,Medium,16.15,Escalated,Billing
T023473,CU008959,2026-08-05,Medium,4.77,Open,Product Bug
T023474,CU002973,2026-07-18,Low,5.61,Resolved,Product Bug
T023475,CU001546,2026-01-14,Low,0.99,Open,Product Bug
T023476,CU003545,2024-08-28,Medium,4.0,Resolved,How-to
T023477,CU008931,2025-11-16,Medium,3.47,Open,Product Bug
T023478,CU002890,2025-06-07,Medium,5.09,Resolved,Performance
T023479,CU004447,2023-04-13,Medium,3.07,Resolved,Billing
T023480,CU005842,2026-08-14,Low,2.84,Escalated,Integration
T023481,CU004015,2025-04-09,Medium,4.46,Resolved,Performance
T023482,CU001806,2026-01-30,Medium,2.29,Resolved,Billing
T023483,CU002483,2024-07-28,High,3.17,Escalated,Product Bug
T023484,CU003891,2024-11-20,Medium,12.79,Resolved,Integration
T023485,CU011521,2026-06-28,High,39.83,Resolved,How-to
T023486,CU008673,2026-07-24,Low,3.72,Resolved,Integration
T023487,CU002389,2026-07-07,Medium,5.9,Open,Performance
T023488,CU001985,2024-11-02,Medium,6.28,Resolved,How-to
T023489,CU011829,2025-07-11,Low,1.56,Resolved,Product Bug
T023490,CU007157,2023-09-10,Low,3.86,Open,Performance
T023491,CU007594,2026-04-02,Medium,1.13,Resolved,Billing
T023492,CU007491,2026-07-31,High,9.48,Resolved,How-to
T023493,CU006224,2026-03-02,High,5.05,Open,Integration
T023494,CU002389,2026-06-10,Low,1.79,Escalated,How-to
T023495,CU011644,2026-04-30,High,6.9,Open,Billing
T023496,CU009143,2023-12-29,Medium,4.7,Resolved,Performance
T023497,CU002444,2025-04-04,High,8.01,Open,Account
T023498,CU007577,2026-06-30,Medium,3.21,Open,Performance
T023499,CU005517,2025-02-27,High,8.57,Open,How-to
T023500,CU009637,2023-03-31,High,7.17,Resolved,Product Bug
T023501,CU005761,2024-02-03,Low,4.09,Resolved,Performance
T023502,CU003870,2022-06-22,Low,2.86,Open,Product Bug
T023503,CU009818,2026-06-22,Low,6.56,Resolved,Billing
T023504,CU007408,2024-05-19,High,16.21,Resolved,Integration
T023505,CU001878,2024-12-11,Low,8.13,Open,Billing
T023506,CU001349,2026-01-06,Medium,8.53,Escalated,Product Bug
T023507,CU006461,2026-06-25,High,2.57,Resolved,Integration
T023508,CU003134,2025-04-07,Medium,6.05,Resolved,Account
T023509,CU001241,2025-09-14,Low,2.03,Resolved,Performance
T023510,CU007215,2024-09-11,Low,6.26,Resolved,Performance
T023511,CU005296,2026-04-29,High,9.8,Resolved,How-to
T023512,CU004869,2024-09-13,Low,6.66,Escalated,Billing
T023513,CU000901,2026-05-17,High,2.25,Resolved,Account
T023514,CU010287,2026-08-06,Medium,2.29,Open,Billing
T023515,CU005642,2026-04-04,Medium,2.97,Open,Product Bug
T023516,CU009732,2024-08-19,High,3.98,Open,Integration
T023517,CU009256,2025-01-24,High,12.13,Resolved,Product Bug
T023518,CU002416,2024-09-25,Low,2.56,Resolved,Product Bug
T023519,CU001245,2023-04-10,Medium,10.34,Open,Account
T023520,CU009498,2025-09-28,High,29.13,Escalated,Integration
T023521,CU002165,2025-12-01,Medium,1.07,Open,Performance
T023522,CU003265,2024-06-02,Low,3.86,Open,Product Bug
T023523,CU005316,2024-07-28,Medium,1.81,Escalated,Product Bug
T023524,CU010209,2024-02-07,High,4.57,Escalated,Product Bug
T023525,CU005687,2025-11-21,Low,5.01,Resolved,Account
T023526,CU006542,2026-08-18,High,8.8,Resolved,Billing
T023527,CU007367,2025-11-07,Medium,0.6,Resolved,Performance
T023528,CU005741,2025-08-19,High,41.31,Resolved,Integration
T023529,CU006140,2023-10-25,Medium,3.96,Resolved,Performance
T023530,CU007575,2025-03-04,Medium,4.95,Resolved,Product Bug
T023531,CU005135,2024-07-13,Low,3.91,Resolved,Integration
T023532,CU001967,2026-03-27,Low,1.87,Resolved,Billing
T023533,CU003488,2024-12-27,Medium,0.61,Open,Product Bug
T023534,CU003056,2023-04-27,Low,11.61,Resolved,Billing
T023535,CU008443,2025-06-07,Medium,7.57,Escalated,How-to
T023536,CU006816,2025-12-16,Low,7.7,Resolved,Billing
T023537,CU008700,2025-01-02,High,18.24,Escalated,Billing
T023538,CU003685,2025-09-22,Medium,0.91,Resolved,Billing
T023539,CU003519,2026-07-23,High,5.05,Escalated,Product Bug
T023540,CU010342,2026-08-02,Medium,6.76,Resolved,Performance
T023541,CU005064,2025-12-26,Low,2.41,Open,Integration
T023542,CU007274,2025-04-13,Medium,6.45,Resolved,Product Bug
T023543,CU011650,2025-07-28,Medium,2.94,Resolved,How-to
T023544,CU004025,2023-05-31,High,27.12,Open,Performance
T023545,CU000643,2024-03-02,Medium,3.38,Escalated,How-to
T023546,CU004504,2023-03-22,Low,3.05,Resolved,Integration
T023547,CU010071,2025-10-03,Medium,6.93,Open,Product Bug
T023548,CU004050,2026-06-04,Medium,7.84,Escalated,Performance
T023549,CU008344,2025-06-28,Low,4.0,Resolved,Billing
T023550,CU011377,2024-01-02,Medium,9.97,Resolved,Account
T023551,CU004923,2024-10-31,Low,2.17,Open,Integration
T023552,CU000233,2025-04-21,Low,2.65,Resolved,Performance
T023553,CU003028,2026-08-24,High,5.26,Escalated,Account
T023554,CU006008,2025-10-31,High,13.09,Resolved,Product Bug
T023555,CU002613,2025-03-29,High,11.81,Resolved,Integration
T023556,CU010241,2025-12-02,Medium,2.44,Open,Billing
T023557,CU009444,2026-04-20,High,16.69,Resolved,Integration
T023558,CU010963,2026-02-15,High,7.63,Open,Account
T023559,CU000361,2024-10-12,Medium,5.33,Resolved,How-to
T023560,CU010677,2024-08-05,Medium,8.25,Resolved,How-to
T023561,CU004103,2026-08-27,Low,6.56,Resolved,Integration
T023562,CU004449,2025-02-01,Low,4.12,Resolved,How-to
T023563,CU003948,2026-08-30,High,10.37,Escalated,Billing
T023564,CU009026,2025-10-31,Low,3.04,Open,Performance
T023565,CU007510,2023-12-28,High,8.78,Resolved,How-to
T023566,CU008823,2025-04-21,Medium,4.47,Open,Integration
T023567,CU001759,2022-06-14,Critical,5.03,Resolved,Performance
T023568,CU004381,2026-07-24,Low,7.02,Resolved,How-to
T023569,CU003547,2026-06-20,Critical,9.03,Resolved,Product Bug
T023570,CU006387,2026-03-05,Medium,14.84,Resolved,How-to
T023571,CU008252,2024-12-08,High,8.03,Resolved,Performance
T023572,CU010363,2026-05-14,Medium,1.64,Resolved,Performance
T023573,CU000253,2026-05-12,Medium,0.8,Escalated,Integration
T023574,CU011724,2023-04-22,Low,1.03,Resolved,Account
T023575,CU011713,2025-03-04,Medium,2.74,Resolved,Account
T023576,CU001287,2026-04-08,High,8.46,Escalated,Account
T023577,CU007458,2025-10-09,Medium,2.49,Resolved,Integration
T023578,CU003351,2026-08-19,High,6.83,Escalated,Integration
T023579,CU002764,2025-05-19,High,5.17,Escalated,Product Bug
T023580,CU010473,2026-04-12,High,7.5,Resolved,Integration
T023581,CU007100,2026-02-01,Medium,6.13,Resolved,Integration
T023582,CU003145,2026-08-10,Medium,2.96,Resolved,Product Bug
T023583,CU005127,2025-09-14,Medium,2.33,Escalated,How-to
T023584,CU001760,2025-10-17,Critical,4.2,Resolved,Integration
T023585,CU001582,2025-09-10,Low,12.17,Resolved,Integration
T023586,CU007690,2025-05-30,Low,1.13,Resolved,Integration
T023587,CU011625,2024-07-24,Low,4.0,Resolved,How-to
T023588,CU003303,2025-03-22,Medium,2.15,Resolved,Billing
T023589,CU007650,2026-07-16,Low,1.86,Resolved,How-to
T023590,CU010428,2026-05-26,Medium,2.02,Escalated,Account
T023591,CU004870,2024-11-25,High,12.89,Resolved,Billing
T023592,CU007016,2026-07-21,Medium,2.56,Open,How-to
T023593,CU008124,2026-03-03,Medium,1.13,Resolved,How-to
T023594,CU010930,2024-04-26,High,10.47,Resolved,Integration
T023595,CU007176,2024-07-25,Low,13.48,Escalated,Product Bug
T023596,CU011949,2025-05-07,Medium,10.89,Resolved,Performance
T023597,CU002279,2025-08-12,Critical,5.09,Escalated,Integration
T023598,CU004909,2026-04-09,Medium,3.53,Open,Performance
T023599,CU000735,2023-07-07,High,3.65,Open,Integration
T023600,CU000840,2026-08-29,Medium,1.66,Open,Performance
T023601,CU007894,2026-05-29,High,8.71,Open,Product Bug
T023602,CU002562,2026-06-07,Medium,2.69,Open,Product Bug
T023603,CU001458,2026-05-22,High,12.39,Resolved,Account
T023604,CU000074,2026-05-18,Medium,2.71,Resolved,Product Bug
T023605,CU007262,2023-01-05,Medium,6.76,Resolved,Billing
T023606,CU000569,2026-08-16,High,20.83,Escalated,Performance
T023607,CU007583,2026-02-01,High,1.75,Escalated,Integration
T023608,CU007518,2026-03-05,High,3.87,Open,Billing
T023609,CU008007,2025-05-23,Low,2.52,Resolved,Product Bug
T023610,CU003059,2025-09-18,Medium,1.71,Open,Billing
T023611,CU001091,2025-07-18,Low,2.53,Escalated,Product Bug
T023612,CU008489,2024-07-06,Low,8.03,Escalated,Integration
T023613,CU004102,2026-04-20,Low,8.17,Escalated,Account
T023614,CU002683,2024-08-05,Medium,2.27,Escalated,Billing
T023615,CU006878,2024-11-01,Medium,9.01,Resolved,Billing
T023616,CU008651,2026-08-10,High,3.5,Open,Product Bug
T023617,CU003325,2023-08-19,Low,6.11,Open,Integration
T023618,CU002079,2025-05-02,Low,2.6,Open,How-to
T023619,CU006960,2023-09-30,Medium,1.93,Resolved,How-to
T023620,CU011187,2026-06-22,Medium,9.11,Open,Account
T023621,CU001134,2023-10-06,Medium,3.76,Open,How-to
T023622,CU004699,2024-12-14,Medium,0.92,Escalated,Billing
T023623,CU009243,2023-07-26,High,17.03,Resolved,Integration
T023624,CU011254,2024-12-21,High,17.81,Resolved,Performance
T023625,CU001467,2026-07-05,Low,2.92,Resolved,Integration
T023626,CU010705,2026-04-11,Low,3.16,Resolved,Integration
T023627,CU004034,2025-07-29,Low,9.61,Resolved,Billing
T023628,CU001882,2026-08-16,High,2.64,Resolved,Account
T023629,CU003224,2026-06-25,Low,6.23,Resolved,Billing
T023630,CU004446,2024-01-07,Low,1.82,Escalated,How-to
T023631,CU004327,2026-05-20,High,7.42,Resolved,Billing
T023632,CU004766,2025-09-21,Critical,12.21,Resolved,Account
T023633,CU008699,2026-06-28,Critical,39.79,Open,Account
T023634,CU011768,2024-08-21,Medium,1.88,Resolved,How-to
T023635,CU009322,2025-09-08,Medium,10.29,Resolved,Integration
T023636,CU006491,2025-01-07,Medium,4.74,Open,Billing
T023637,CU008810,2024-11-15,Low,5.09,Resolved,Performance
T023638,CU001147,2023-04-19,High,26.69,Resolved,Performance
T023639,CU009759,2025-10-29,Medium,2.34,Resolved,Account
T023640,CU004621,2024-07-04,Medium,12.46,Resolved,Billing
T023641,CU004025,2026-05-15,High,7.75,Resolved,How-to
T023642,CU009715,2026-08-30,Critical,35.88,Resolved,Performance
T023643,CU011460,2025-10-23,Low,3.56,Resolved,Account
T023644,CU003207,2024-10-07,Medium,5.45,Resolved,Account
T023645,CU004606,2026-08-19,Medium,4.03,Resolved,Performance
T023646,CU008101,2023-07-14,Low,6.7,Resolved,Performance
T023647,CU011831,2023-10-18,High,9.25,Escalated,Billing
T023648,CU001625,2025-05-30,Medium,5.09,Resolved,Integration
T023649,CU001855,2026-05-02,Low,3.04,Resolved,Billing
T023650,CU002669,2026-08-17,High,10.06,Resolved,Product Bug
T023651,CU007755,2023-10-05,Medium,3.12,Resolved,Billing
T023652,CU009958,2026-08-22,Low,2.0,Resolved,Integration
T023653,CU010211,2025-12-04,High,21.21,Resolved,Product Bug
T023654,CU007919,2026-05-25,Medium,6.79,Resolved,How-to
T023655,CU005453,2023-10-09,Low,3.64,Resolved,Product Bug
T023656,CU005055,2024-03-29,High,7.52,Resolved,Performance
T023657,CU001044,2026-04-18,Low,3.35,Resolved,Performance
T023658,CU001189,2025-12-16,Low,2.02,Open,How-to
T023659,CU006821,2026-05-13,Low,1.7,Resolved,Billing
T023660,CU000893,2024-02-10,High,6.61,Escalated,Integration
T023661,CU000222,2026-07-01,Low,4.4,Resolved,Account
T023662,CU007358,2024-11-09,Low,5.78,Escalated,Product Bug
T023663,CU000021,2026-08-09,Medium,10.94,Open,How-to
T023664,CU010679,2024-07-15,Critical,23.52,Resolved,Billing
T023665,CU003449,2026-06-06,Low,5.35,Open,Product Bug
T023666,CU003156,2025-11-26,Medium,5.8,Resolved,Performance
T023667,CU010129,2025-10-22,High,6.29,Resolved,Account
T023668,CU006146,2025-03-21,Medium,4.28,Resolved,Performance
T023669,CU003322,2024-05-14,High,8.89,Resolved,How-to
T023670,CU010954,2025-10-30,High,2.12,Resolved,Performance
T023671,CU010039,2025-05-21,High,4.96,Open,How-to
T023672,CU008381,2025-06-24,Low,5.53,Resolved,Integration
T023673,CU005710,2024-11-09,Low,0.79,Resolved,How-to
T023674,CU010784,2024-05-06,Critical,3.68,Escalated,Account
T023675,CU002483,2025-09-03,High,13.47,Resolved,Integration
T023676,CU006475,2025-09-25,Medium,11.39,Resolved,Integration
T023677,CU002210,2024-05-04,Medium,4.67,Escalated,Billing
T023678,CU003733,2025-03-01,Critical,17.48,Resolved,Performance
T023679,CU011625,2025-12-05,Low,5.27,Resolved,Performance
T023680,CU003309,2024-04-09,Low,3.11,Resolved,Product Bug
T023681,CU001932,2026-06-02,Medium,2.52,Resolved,Product Bug
T023682,CU002309,2025-07-19,Low,1.86,Resolved,Product Bug
T023683,CU009777,2023-09-05,High,24.85,Resolved,Billing
T023684,CU003484,2024-12-03,High,6.5,Escalated,Account
T023685,CU009441,2026-08-07,Medium,3.52,Resolved,Integration
T023686,CU009046,2025-08-06,Medium,3.89,Resolved,Account
T023687,CU001221,2024-08-21,Medium,2.25,Escalated,Account
T023688,CU001012,2026-01-30,Low,6.81,Resolved,Account
T023689,CU009967,2025-09-14,Low,7.36,Open,How-to
T023690,CU008243,2025-10-11,Medium,3.02,Resolved,Account
T023691,CU001565,2025-08-18,Low,8.56,Resolved,Account
T023692,CU002605,2025-07-20,Low,9.82,Open,Product Bug
T023693,CU001448,2026-02-07,Critical,17.59,Resolved,Performance
T023694,CU003962,2025-09-15,High,6.3,Resolved,Account
T023695,CU003203,2026-04-21,Low,12.11,Resolved,Integration
T023696,CU002697,2026-07-01,High,22.47,Resolved,Integration
T023697,CU005634,2025-03-22,Low,1.95,Resolved,Product Bug
T023698,CU001344,2026-05-31,Medium,8.72,Resolved,Product Bug
T023699,CU002598,2022-06-20,High,17.52,Open,How-to
T023700,CU003553,2022-07-22,Low,6.23,Open,Billing
T023701,CU008315,2025-07-15,Low,3.49,Open,Performance
T023702,CU006254,2025-01-29,High,7.06,Resolved,How-to
T023703,CU000166,2026-02-20,Low,10.08,Escalated,Performance
T023704,CU005383,2024-02-04,Low,3.33,Escalated,Billing
T023705,CU010421,2026-05-02,Medium,1.92,Open,Performance
T023706,CU008132,2026-02-16,Low,19.98,Open,Account
T023707,CU005814,2026-04-17,Low,7.29,Resolved,Account
T023708,CU003353,2025-10-25,Low,1.6,Open,Billing
T023709,CU007828,2024-12-25,Medium,0.5,Resolved,How-to
T023710,CU009016,2026-06-25,Low,4.16,Resolved,How-to
T023711,CU003579,2026-02-20,High,3.0,Open,Integration
T023712,CU004208,2026-07-11,Low,9.44,Open,Performance
T023713,CU008377,2025-07-29,Low,4.56,Open,Billing
T023714,CU000811,2025-04-21,Medium,3.27,Resolved,Product Bug
T023715,CU010619,2026-05-13,Medium,3.14,Resolved,Account
T023716,CU004385,2026-07-20,Medium,3.01,Open,Product Bug
T023717,CU005560,2025-08-14,Medium,6.5,Open,Integration
T023718,CU003958,2026-05-12,Low,12.18,Resolved,Billing
T023719,CU010257,2025-07-05,Low,4.23,Open,Performance
T023720,CU000431,2025-04-17,Medium,0.97,Open,Billing
T023721,CU001281,2025-08-04,Low,2.56,Resolved,Performance
T023722,CU007841,2026-07-31,Medium,5.96,Resolved,How-to
T023723,CU006684,2024-04-04,Medium,6.95,Escalated,Product Bug
T023724,CU008254,2024-06-03,Medium,1.28,Resolved,Product Bug
T023725,CU008407,2026-06-03,Low,4.22,Resolved,How-to
T023726,CU000047,2025-08-11,Critical,1.57,Open,How-to
T023727,CU004567,2026-07-14,Low,3.28,Escalated,Product Bug
T023728,CU000230,2024-06-09,Medium,1.36,Resolved,Product Bug
T023729,CU011601,2026-08-16,Critical,13.35,Escalated,How-to
T023730,CU005068,2025-07-18,Medium,2.73,Resolved,Performance
T023731,CU006291,2024-06-08,Low,3.36,Resolved,Performance
T023732,CU007080,2023-02-26,Low,8.55,Resolved,Integration
T023733,CU004361,2026-03-29,Low,3.65,Resolved,How-to
T023734,CU008349,2025-05-20,High,16.56,Resolved,Integration
T023735,CU011440,2023-07-19,Low,3.06,Escalated,Integration
T023736,CU003946,2025-05-11,Medium,7.4,Open,Product Bug
T023737,CU002715,2024-01-20,Medium,7.34,Resolved,Billing
T023738,CU007393,2026-07-14,Medium,4.45,Escalated,Product Bug
T023739,CU005580,2026-07-01,Low,16.38,Resolved,Integration
T023740,CU010406,2026-08-24,High,17.43,Escalated,Integration
T023741,CU006204,2025-11-21,Medium,4.02,Resolved,Integration
T023742,CU000033,2024-12-28,Medium,1.79,Resolved,Integration
T023743,CU008821,2025-11-17,Low,0.96,Open,Product Bug
T023744,CU007507,2024-11-06,Low,2.78,Open,Account
T023745,CU005506,2024-09-20,Low,7.42,Escalated,Performance
T023746,CU001331,2026-07-11,Medium,2.06,Open,Product Bug
T023747,CU011243,2024-09-12,Medium,2.62,Resolved,How-to
T023748,CU001960,2026-06-30,Low,3.1,Resolved,Billing
T023749,CU011192,2025-09-25,Low,8.51,Resolved,Billing
T023750,CU001107,2025-08-12,Medium,4.91,Resolved,Product Bug
T023751,CU009379,2024-09-10,High,4.49,Resolved,How-to
T023752,CU011636,2026-06-08,Low,10.46,Resolved,How-to
T023753,CU001809,2026-06-24,Critical,29.31,Escalated,Integration
T023754,CU009452,2025-06-18,Medium,2.58,Open,Performance
T023755,CU005436,2026-01-13,Medium,0.69,Resolved,Account
T023756,CU008766,2026-08-14,Medium,5.51,Resolved,Product Bug
T023757,CU008074,2024-05-03,Low,3.64,Open,Billing
T023758,CU007978,2026-05-12,Critical,3.87,Open,Billing
T023759,CU007132,2023-10-13,Medium,4.06,Resolved,Product Bug
T023760,CU005329,2026-07-20,Low,9.89,Resolved,Account
T023761,CU007188,2026-08-31,Medium,5.76,Resolved,How-to
T023762,CU008945,2026-08-31,High,7.92,Escalated,Product Bug
T023763,CU005387,2025-09-03,High,7.17,Resolved,Account
T023764,CU000379,2026-08-20,Medium,1.77,Open,Integration
T023765,CU003361,2023-11-29,Low,10.61,Open,Account
T023766,CU002879,2025-05-21,Low,3.7,Open,Integration
T023767,CU007840,2025-06-24,Medium,1.84,Open,How-to
T023768,CU009075,2022-12-16,High,19.24,Resolved,Billing
T023769,CU007307,2024-07-08,Medium,1.83,Resolved,Integration
T023770,CU002136,2025-11-05,Medium,10.46,Resolved,Account
T023771,CU009709,2026-03-15,Medium,7.34,Resolved,Performance
T023772,CU001196,2025-12-04,High,13.67,Open,How-to
T023773,CU003719,2025-03-17,Low,2.25,Open,Integration
T023774,CU008334,2026-02-25,Medium,9.59,Resolved,Billing
T023775,CU001328,2024-10-21,Medium,3.93,Resolved,Billing
T023776,CU010222,2023-06-28,Medium,1.2,Escalated,Integration
T023777,CU000052,2025-03-27,Low,3.65,Open,Billing
T023778,CU005076,2026-07-06,Medium,4.42,Resolved,Performance
T023779,CU005242,2024-10-24,Medium,1.77,Open,Billing
T023780,CU005862,2026-06-18,High,18.79,Resolved,How-to
T023781,CU000235,2026-01-25,Low,4.18,Resolved,How-to
T023782,CU000622,2025-08-14,Low,4.61,Resolved,Product Bug
T023783,CU009145,2026-01-01,High,9.98,Resolved,How-to
T023784,CU006463,2025-02-01,Medium,5.01,Escalated,Billing
T023785,CU011198,2024-04-02,Critical,5.76,Escalated,Performance
T023786,CU001080,2026-06-26,Medium,4.2,Escalated,Product Bug
T023787,CU003167,2025-01-17,Critical,3.92,Resolved,Account
T023788,CU009429,2025-01-19,Medium,6.19,Open,Performance
T023789,CU002534,2025-11-30,Low,8.56,Escalated,Account
T023790,CU009487,2024-08-06,Medium,4.0,Escalated,Performance
T023791,CU001254,2026-07-16,Critical,39.79,Resolved,Billing
T023792,CU004260,2026-06-24,Medium,5.88,Resolved,Product Bug
T023793,CU011310,2025-03-24,Low,6.54,Escalated,Performance
T023794,CU007005,2026-06-05,Low,6.94,Resolved,How-to
T023795,CU010729,2025-01-30,Medium,3.79,Resolved,How-to
T023796,CU002090,2025-06-26,Medium,3.7,Escalated,Product Bug
T023797,CU001380,2026-07-29,High,6.79,Escalated,How-to
T023798,CU000858,2024-08-10,Medium,6.18,Escalated,Account
T023799,CU006548,2026-07-10,High,5.37,Escalated,Performance
T023800,CU006855,2026-04-01,High,12.29,Escalated,How-to
