LeadID,CreatedDate,CampaignID,ChannelID,Segment,Country,LatestStage,EstimatedValue
L027526,2025-02-01,CAM0060,CH05,Enterprise,UK,MQL,884.02
L027527,2026-06-06,CAM0143,CH01,SMB,Singapore,Opportunity,1886.42
L027528,2026-06-20,CAM0280,CH01,Mid-Market,Singapore,MQL,165.44
L027529,2025-12-18,CAM0118,CH07,SMB,Germany,Lead,1198.03
L027530,2025-07-16,CAM0264,CH03,Enterprise,UK,SQL,203.25
L027531,2024-12-11,CAM0221,CH01,Enterprise,UK,Opportunity,2234.83
L027532,2025-05-02,CAM0056,CH07,Mid-Market,Germany,Customer,2898.53
L027533,2024-02-08,CAM0125,CH01,SMB,Germany,Lead,1901.27
L027534,2025-11-30,CAM0117,CH06,SMB,UK,MQL,2203.26
L027535,2024-02-05,CAM0087,CH05,Enterprise,Singapore,Lead,1994.91
L027536,2025-02-23,CAM0205,CH02,Mid-Market,Singapore,MQL,1200.65
L027537,2025-05-12,CAM0094,CH01,Mid-Market,UK,Lead,493.52
L027538,2024-08-02,CAM0120,CH06,SMB,Singapore,SQL,5200.42
L027539,2025-08-21,CAM0085,CH01,Mid-Market,Australia,MQL,3472.13
L027540,2025-09-22,CAM0044,CH06,SMB,US,Opportunity,175.95
L027541,2025-03-17,CAM0033,CH01,Mid-Market,UK,MQL,744.67
L027542,2026-07-13,CAM0192,CH05,Enterprise,US,Lead,3077.03
L027543,2026-04-15,CAM0176,CH05,Enterprise,Germany,Lead,4458.63
L027544,2025-05-26,CAM0290,CH04,Enterprise,Singapore,SQL,301.37
L027545,2024-09-28,CAM0138,CH06,Mid-Market,Germany,MQL,2143.07
L027546,2024-05-10,CAM0172,CH05,Mid-Market,US,MQL,4719.15
L027547,2025-07-17,CAM0001,CH04,Enterprise,Australia,Lead,2388.89
L027548,2025-07-15,CAM0126,CH04,SMB,Singapore,Lead,1249.56
L027549,2026-08-03,CAM0091,CH06,Enterprise,UK,SQL,1710.98
L027550,2024-10-18,CAM0257,CH07,SMB,US,Lead,1550.66
L027551,2024-11-24,CAM0191,CH02,SMB,Germany,MQL,2721.49
L027552,2025-06-15,CAM0274,CH01,Mid-Market,US,Opportunity,3442.57
L027553,2024-03-30,CAM0265,CH02,Mid-Market,US,MQL,724.39
L027554,2024-03-04,CAM0023,CH02,Mid-Market,US,Customer,2419.41
L027555,2025-07-29,CAM0142,CH06,SMB,Australia,MQL,2091.37
L027556,2024-09-16,CAM0107,CH01,Enterprise,Germany,Lead,1691.76
L027557,2024-09-17,CAM0074,CH04,Enterprise,Australia,Lead,2073.98
L027558,2025-08-01,CAM0143,CH01,SMB,US,Lead,1118.83
L027559,2025-11-16,CAM0269,CH03,Enterprise,US,Lead,765.45
L027560,2025-11-19,CAM0155,CH05,Enterprise,Singapore,Customer,2230.01
L027561,2024-08-13,CAM0058,CH04,Mid-Market,Singapore,Lead,2980.79
L027562,2026-04-24,CAM0298,CH06,Enterprise,Australia,MQL,1237.75
L027563,2026-05-15,CAM0299,CH02,SMB,UK,Lead,3056.71
L027564,2025-09-01,CAM0006,CH04,SMB,Australia,MQL,2031.38
L027565,2024-02-23,CAM0031,CH03,Mid-Market,US,Opportunity,2425.39
L027566,2026-06-01,CAM0167,CH05,Mid-Market,UK,MQL,411.71
L027567,2025-09-29,CAM0184,CH07,Mid-Market,UK,MQL,17.82
L027568,2025-09-06,CAM0146,CH01,Mid-Market,Germany,Lead,5208.21
L027569,2026-06-06,CAM0200,CH07,Mid-Market,US,Lead,838.89
L027570,2025-02-27,CAM0080,CH07,Enterprise,Singapore,Lead,1663.87
L027571,2025-09-10,CAM0068,CH06,Mid-Market,Singapore,Lead,2901.27
L027572,2026-01-31,CAM0287,CH05,Enterprise,Germany,SQL,2323.86
L027573,2025-12-28,CAM0214,CH03,Mid-Market,Australia,Lead,2231.38
L027574,2026-02-01,CAM0001,CH04,SMB,UK,MQL,3635.79
L027575,2026-06-03,CAM0188,CH01,Mid-Market,US,Lead,2024.01
L027576,2024-04-13,CAM0243,CH04,Enterprise,US,Lead,1023.91
L027577,2026-04-24,CAM0242,CH02,SMB,Singapore,SQL,3704.13
L027578,2025-10-29,CAM0296,CH03,Mid-Market,US,Lead,203.29
L027579,2025-01-20,CAM0281,CH05,Mid-Market,Germany,MQL,1932.71
L027580,2024-01-07,CAM0298,CH06,SMB,US,Customer,1695.2
L027581,2024-01-08,CAM0011,CH01,Enterprise,UK,SQL,665.62
L027582,2025-10-14,CAM0063,CH04,Enterprise,Australia,SQL,80.88
L027583,2025-12-22,CAM0117,CH06,Enterprise,Singapore,Lead,2589.96
L027584,2026-08-08,CAM0154,CH03,Mid-Market,Singapore,MQL,275.63
L027585,2024-07-03,CAM0238,CH02,SMB,Germany,MQL,3531.27
L027586,2026-07-28,CAM0001,CH04,Mid-Market,US,Lead,1622.28
L027587,2024-08-04,CAM0017,CH02,SMB,Germany,Lead,2328.16
L027588,2024-09-30,CAM0185,CH06,Enterprise,Germany,Lead,1340.45
L027589,2025-08-20,CAM0281,CH05,Enterprise,UK,Opportunity,291.42
L027590,2025-08-22,CAM0300,CH01,Enterprise,Singapore,Lead,2033.58
L027591,2026-08-09,CAM0198,CH06,SMB,US,Lead,4535.86
L027592,2026-07-13,CAM0227,CH06,Mid-Market,Germany,Lead,598.14
L027593,2025-06-01,CAM0154,CH03,Mid-Market,US,Lead,1503.17
L027594,2026-05-05,CAM0100,CH04,Enterprise,Singapore,MQL,1272.83
L027595,2024-01-03,CAM0079,CH07,Enterprise,UK,SQL,2426.25
L027596,2024-10-07,CAM0205,CH02,Mid-Market,UK,Lead,2435.0
L027597,2026-04-15,CAM0048,CH06,SMB,UK,Lead,539.03
L027598,2025-06-13,CAM0280,CH01,Enterprise,UK,MQL,3284.04
L027599,2024-02-07,CAM0087,CH05,SMB,UK,Lead,2428.39
L027600,2026-08-05,CAM0264,CH03,Mid-Market,Singapore,Opportunity,2525.99
L027601,2026-02-12,CAM0184,CH07,SMB,Germany,MQL,4180.79
L027602,2025-10-01,CAM0154,CH03,Mid-Market,Australia,MQL,722.14
L027603,2026-04-20,CAM0259,CH06,SMB,UK,Lead,1381.43
L027604,2026-04-26,CAM0261,CH04,SMB,US,SQL,2715.61
L027605,2025-08-11,CAM0161,CH05,Mid-Market,UK,SQL,799.85
L027606,2025-06-25,CAM0081,CH02,Mid-Market,US,Lead,2446.31
L027607,2025-03-30,CAM0107,CH01,SMB,Australia,Lead,1572.55
L027608,2024-10-22,CAM0062,CH03,Mid-Market,US,MQL,2644.36
L027609,2025-12-05,CAM0204,CH06,Enterprise,Australia,MQL,2351.35
L027610,2026-01-03,CAM0177,CH07,Mid-Market,UK,Customer,2988.48
L027611,2024-09-05,CAM0231,CH05,Mid-Market,UK,MQL,810.97
L027612,2025-07-26,CAM0106,CH07,Mid-Market,UK,Lead,513.62
L027613,2026-03-09,CAM0174,CH02,Enterprise,UK,Lead,264.62
L027614,2025-12-13,CAM0106,CH07,SMB,UK,Lead,931.74
L027615,2026-07-02,CAM0219,CH04,SMB,UK,Customer,845.97
L027616,2024-08-21,CAM0136,CH07,Enterprise,Singapore,MQL,1370.9
L027617,2024-03-11,CAM0021,CH01,Enterprise,UK,MQL,1521.94
L027618,2025-08-09,CAM0211,CH01,Mid-Market,US,SQL,2593.73
L027619,2024-12-29,CAM0196,CH02,Mid-Market,Germany,Lead,2370.74
L027620,2024-02-27,CAM0263,CH04,Mid-Market,Australia,Lead,3294.46
L027621,2026-01-05,CAM0178,CH03,SMB,US,SQL,1955.97
L027622,2024-09-19,CAM0296,CH03,Enterprise,Germany,Opportunity,2083.88
L027623,2025-06-30,CAM0018,CH01,Mid-Market,Germany,Customer,589.61
L027624,2026-04-22,CAM0142,CH06,SMB,Germany,SQL,522.2
L027625,2025-10-06,CAM0188,CH01,Mid-Market,US,Opportunity,2383.96
L027626,2024-05-01,CAM0074,CH04,Mid-Market,UK,SQL,1669.6
L027627,2026-07-02,CAM0055,CH01,SMB,UK,Customer,1325.22
L027628,2024-05-25,CAM0133,CH06,Enterprise,UK,SQL,2866.18
L027629,2026-02-21,CAM0121,CH02,Mid-Market,Germany,MQL,3228.97
L027630,2024-01-17,CAM0221,CH01,SMB,Australia,MQL,2950.11
L027631,2024-01-20,CAM0098,CH07,SMB,Germany,SQL,3896.08
L027632,2025-01-28,CAM0230,CH02,Mid-Market,Germany,SQL,1768.68
L027633,2025-03-09,CAM0286,CH05,Mid-Market,Australia,Lead,2820.34
L027634,2025-03-04,CAM0297,CH07,SMB,Germany,Lead,1499.09
L027635,2024-10-02,CAM0286,CH05,Enterprise,Singapore,Customer,711.68
L027636,2024-08-07,CAM0278,CH06,Mid-Market,US,Lead,2166.71
L027637,2025-05-26,CAM0216,CH01,SMB,Singapore,MQL,1259.21
L027638,2026-03-19,CAM0270,CH07,Enterprise,Germany,Lead,924.11
L027639,2024-06-04,CAM0260,CH03,Enterprise,Germany,MQL,162.95
L027640,2026-05-05,CAM0080,CH07,Mid-Market,Germany,Lead,924.51
L027641,2025-12-24,CAM0240,CH03,Mid-Market,UK,Customer,1842.68
L027642,2026-02-19,CAM0069,CH04,SMB,Germany,Lead,25.58
L027643,2026-07-03,CAM0123,CH05,Mid-Market,Australia,Opportunity,1039.5
L027644,2024-11-28,CAM0150,CH02,Mid-Market,UK,MQL,1340.51
L027645,2025-01-15,CAM0042,CH02,Enterprise,Australia,SQL,3111.47
L027646,2024-12-21,CAM0009,CH02,Enterprise,Australia,MQL,1884.1
L027647,2024-08-27,CAM0129,CH01,Enterprise,Germany,SQL,2531.17
L027648,2026-01-26,CAM0138,CH06,SMB,Germany,MQL,1089.43
L027649,2024-08-04,CAM0223,CH05,Mid-Market,Australia,Lead,2800.74
L027650,2024-08-04,CAM0165,CH07,Enterprise,UK,MQL,2145.03
L027651,2024-07-27,CAM0237,CH01,Mid-Market,Germany,Customer,2290.27
L027652,2024-11-04,CAM0041,CH04,Mid-Market,US,Opportunity,2310.37
L027653,2024-02-11,CAM0130,CH04,Mid-Market,Germany,Lead,2429.25
L027654,2025-08-16,CAM0239,CH05,Enterprise,US,Lead,2803.58
L027655,2025-12-23,CAM0224,CH06,Enterprise,Singapore,Lead,1719.51
L027656,2026-06-23,CAM0266,CH04,Mid-Market,Australia,Opportunity,2952.06
L027657,2026-01-19,CAM0231,CH05,Enterprise,Australia,Customer,3319.21
L027658,2024-01-21,CAM0088,CH02,Enterprise,Singapore,Lead,1374.82
L027659,2024-11-19,CAM0158,CH05,Mid-Market,Australia,MQL,1958.26
L027660,2026-07-25,CAM0147,CH02,Enterprise,US,Lead,3299.58
L027661,2025-05-30,CAM0076,CH04,Enterprise,US,SQL,3560.95
L027662,2025-07-23,CAM0171,CH03,SMB,UK,MQL,203.02
L027663,2025-11-21,CAM0050,CH04,Enterprise,US,Opportunity,1130.02
L027664,2024-07-13,CAM0078,CH04,SMB,UK,Opportunity,3559.4
L027665,2024-01-30,CAM0276,CH01,Enterprise,Germany,MQL,2909.36
L027666,2025-04-29,CAM0168,CH02,Enterprise,US,SQL,1632.51
L027667,2025-10-04,CAM0012,CH07,SMB,US,Lead,2178.34
L027668,2024-11-29,CAM0131,CH06,Mid-Market,Germany,Customer,453.81
L027669,2026-07-27,CAM0153,CH06,SMB,Australia,Opportunity,2830.68
L027670,2026-05-04,CAM0075,CH05,Enterprise,Germany,Lead,2935.1
L027671,2024-02-01,CAM0070,CH02,SMB,Germany,SQL,641.67
L027672,2026-04-10,CAM0274,CH01,Enterprise,US,Lead,379.14
L027673,2025-10-30,CAM0293,CH05,Mid-Market,UK,Opportunity,742.04
L027674,2024-10-09,CAM0148,CH04,Enterprise,US,Lead,1319.15
L027675,2026-02-24,CAM0280,CH01,SMB,Singapore,Opportunity,301.15
L027676,2026-02-04,CAM0219,CH04,Mid-Market,US,MQL,3687.42
L027677,2026-04-26,CAM0183,CH07,SMB,Germany,SQL,649.31
L027678,2025-01-04,CAM0168,CH02,Enterprise,US,Opportunity,1394.47
L027679,2026-03-13,CAM0143,CH01,SMB,Australia,Opportunity,2090.11
L027680,2025-08-22,CAM0057,CH04,Enterprise,Germany,MQL,2733.75
L027681,2026-01-18,CAM0187,CH03,Enterprise,Singapore,Lead,2313.55
L027682,2026-08-23,CAM0107,CH01,Enterprise,UK,SQL,2319.75
L027683,2026-08-16,CAM0260,CH03,Enterprise,Germany,Lead,2875.83
L027684,2024-02-27,CAM0004,CH07,Mid-Market,UK,MQL,2100.51
L027685,2025-03-12,CAM0243,CH04,Mid-Market,Singapore,Lead,948.45
L027686,2025-09-09,CAM0212,CH06,SMB,UK,MQL,1067.42
L027687,2024-03-17,CAM0145,CH07,SMB,Singapore,MQL,2869.67
L027688,2026-04-10,CAM0268,CH02,Mid-Market,UK,SQL,1273.05
L027689,2025-11-24,CAM0243,CH04,Enterprise,Singapore,Lead,670.73
L027690,2025-11-01,CAM0248,CH02,SMB,US,Customer,3125.52
L027691,2026-06-05,CAM0060,CH05,Mid-Market,Australia,MQL,4419.42
L027692,2025-01-21,CAM0131,CH06,SMB,Singapore,Lead,2675.26
L027693,2024-03-16,CAM0195,CH04,Mid-Market,Singapore,SQL,2513.25
L027694,2025-02-27,CAM0074,CH04,Enterprise,UK,SQL,2519.35
L027695,2024-10-01,CAM0138,CH06,Enterprise,Australia,Lead,2405.94
L027696,2026-04-22,CAM0213,CH01,Enterprise,Australia,SQL,1898.72
L027697,2026-02-21,CAM0246,CH01,SMB,Australia,Lead,3057.13
L027698,2026-02-03,CAM0036,CH02,Mid-Market,Germany,MQL,1702.14
L027699,2024-12-04,CAM0188,CH01,SMB,Singapore,Lead,2133.96
L027700,2025-06-08,CAM0269,CH03,Mid-Market,US,Lead,829.92
L027701,2024-02-14,CAM0146,CH01,Enterprise,Germany,Lead,9.65
L027702,2025-04-11,CAM0057,CH04,Enterprise,UK,Lead,3987.98
L027703,2025-08-21,CAM0085,CH01,Mid-Market,Australia,Opportunity,2757.73
L027704,2024-04-02,CAM0150,CH02,Enterprise,Singapore,MQL,550.56
L027705,2024-09-23,CAM0178,CH03,Mid-Market,Australia,SQL,346.91
L027706,2024-02-19,CAM0209,CH03,SMB,UK,Opportunity,2251.65
L027707,2024-08-26,CAM0128,CH05,Mid-Market,Australia,Lead,2262.84
L027708,2024-03-09,CAM0258,CH05,SMB,UK,MQL,2499.55
L027709,2024-06-25,CAM0060,CH05,SMB,UK,Lead,637.74
L027710,2025-10-19,CAM0164,CH03,SMB,Germany,Opportunity,2306.09
L027711,2025-11-27,CAM0007,CH02,SMB,US,MQL,1912.47
L027712,2024-07-31,CAM0236,CH07,Mid-Market,US,Lead,1247.19
L027713,2025-06-14,CAM0159,CH01,SMB,UK,Customer,1168.64
L027714,2024-09-28,CAM0123,CH05,Enterprise,Singapore,Lead,2269.33
L027715,2024-04-18,CAM0178,CH03,Enterprise,Singapore,Lead,1812.2
L027716,2026-05-20,CAM0039,CH04,SMB,Germany,Lead,2837.11
L027717,2024-05-26,CAM0163,CH01,Mid-Market,US,Opportunity,2884.99
L027718,2024-01-20,CAM0261,CH04,SMB,UK,Lead,210.57
L027719,2025-03-12,CAM0169,CH05,SMB,Singapore,MQL,1794.48
L027720,2025-08-06,CAM0167,CH05,Enterprise,Singapore,Opportunity,1980.09
L027721,2025-09-26,CAM0067,CH07,Mid-Market,Singapore,Lead,2243.76
L027722,2026-04-22,CAM0015,CH06,SMB,US,MQL,115.55
L027723,2024-07-26,CAM0063,CH04,Enterprise,UK,MQL,4882.24
L027724,2025-06-15,CAM0097,CH06,Mid-Market,UK,MQL,2524.99
L027725,2026-03-19,CAM0105,CH02,Enterprise,UK,Lead,1787.61
L027726,2025-03-14,CAM0112,CH06,Enterprise,Germany,SQL,1699.36
L027727,2025-10-31,CAM0297,CH07,Enterprise,Germany,Lead,2025.45
L027728,2026-01-01,CAM0029,CH03,Mid-Market,Australia,Lead,1663.81
L027729,2024-02-01,CAM0278,CH06,SMB,Australia,Lead,2397.25
L027730,2024-06-07,CAM0106,CH07,SMB,Singapore,SQL,3166.43
L027731,2024-06-09,CAM0036,CH02,SMB,Germany,Lead,3175.17
L027732,2024-01-16,CAM0206,CH06,SMB,UK,SQL,2439.2
L027733,2024-05-05,CAM0128,CH05,SMB,Australia,Lead,1027.52
L027734,2024-10-03,CAM0025,CH03,Enterprise,US,Customer,1159.04
L027735,2024-05-31,CAM0053,CH04,SMB,UK,Opportunity,2484.21
L027736,2025-08-01,CAM0251,CH06,SMB,UK,Lead,880.02
L027737,2026-05-07,CAM0135,CH07,Mid-Market,UK,MQL,432.69
L027738,2024-12-24,CAM0102,CH01,SMB,Singapore,MQL,1346.58
L027739,2024-05-07,CAM0072,CH04,Mid-Market,UK,Opportunity,3650.03
L027740,2025-03-12,CAM0015,CH06,Mid-Market,Singapore,Customer,1753.2
L027741,2025-01-22,CAM0218,CH07,SMB,Australia,MQL,1010.44
L027742,2024-08-16,CAM0165,CH07,SMB,Germany,Customer,174.98
L027743,2026-02-11,CAM0118,CH07,SMB,US,SQL,1858.99
L027744,2026-05-29,CAM0023,CH02,SMB,Germany,Lead,1003.84
L027745,2025-02-21,CAM0001,CH04,SMB,Australia,SQL,1398.15
L027746,2026-06-05,CAM0185,CH06,Enterprise,US,Lead,2585.85
L027747,2024-07-08,CAM0191,CH02,SMB,UK,MQL,4346.75
L027748,2026-01-05,CAM0136,CH07,Mid-Market,UK,Lead,146.24
L027749,2026-05-22,CAM0133,CH06,Enterprise,Australia,Lead,3418.94
L027750,2025-03-04,CAM0014,CH01,Mid-Market,Australia,MQL,1021.95
L027751,2024-10-13,CAM0129,CH01,Mid-Market,US,Opportunity,319.79
L027752,2024-04-06,CAM0090,CH02,SMB,Australia,Lead,705.99
L027753,2025-07-31,CAM0241,CH01,SMB,US,Opportunity,2256.25
L027754,2025-11-11,CAM0297,CH07,Mid-Market,Singapore,SQL,1350.69
L027755,2026-02-02,CAM0154,CH03,SMB,Singapore,Lead,2470.55
L027756,2024-02-21,CAM0261,CH04,Enterprise,Australia,MQL,2094.99
L027757,2025-08-14,CAM0020,CH02,SMB,Singapore,Opportunity,2969.19
L027758,2025-03-15,CAM0018,CH01,Enterprise,Australia,MQL,1520.87
L027759,2024-08-20,CAM0245,CH05,Enterprise,Australia,SQL,1806.71
L027760,2025-01-11,CAM0167,CH05,SMB,UK,Lead,34.63
L027761,2025-07-14,CAM0275,CH07,SMB,UK,Lead,2119.22
L027762,2025-05-28,CAM0172,CH05,Enterprise,Singapore,MQL,2424.18
L027763,2024-05-07,CAM0091,CH06,Enterprise,Australia,SQL,1847.6
L027764,2024-04-09,CAM0206,CH06,Enterprise,UK,SQL,273.22
L027765,2025-10-10,CAM0230,CH02,SMB,US,MQL,1404.34
L027766,2024-05-19,CAM0002,CH06,SMB,UK,SQL,2912.01
L027767,2025-03-29,CAM0039,CH04,Enterprise,US,MQL,3008.42
L027768,2024-07-16,CAM0075,CH05,Mid-Market,Singapore,SQL,592.59
L027769,2024-08-19,CAM0081,CH02,Enterprise,Singapore,MQL,2268.43
L027770,2025-12-23,CAM0256,CH03,SMB,US,SQL,1602.05
L027771,2026-05-11,CAM0023,CH02,SMB,US,MQL,1335.97
L027772,2024-07-28,CAM0081,CH02,SMB,Australia,Customer,2956.28
L027773,2025-09-02,CAM0136,CH07,Enterprise,Singapore,MQL,2219.62
L027774,2024-01-05,CAM0238,CH02,Enterprise,UK,SQL,1066.15
L027775,2024-09-24,CAM0200,CH07,Mid-Market,Australia,Customer,2235.22
L027776,2026-07-16,CAM0128,CH05,Mid-Market,UK,Customer,145.21
L027777,2025-06-05,CAM0235,CH02,Enterprise,UK,MQL,1459.69
L027778,2024-01-01,CAM0279,CH07,Enterprise,Australia,Lead,2671.1
L027779,2025-09-26,CAM0010,CH04,Enterprise,Singapore,MQL,1478.06
L027780,2024-01-08,CAM0133,CH06,SMB,Singapore,MQL,2094.24
L027781,2025-09-07,CAM0198,CH06,SMB,Germany,Opportunity,402.28
L027782,2026-06-03,CAM0288,CH03,Enterprise,UK,MQL,3330.53
L027783,2024-06-23,CAM0061,CH01,SMB,Germany,Opportunity,1842.15
L027784,2024-08-03,CAM0098,CH07,SMB,Australia,Lead,257.44
L027785,2025-04-12,CAM0182,CH04,SMB,Germany,SQL,2727.74
L027786,2025-01-04,CAM0022,CH04,Mid-Market,UK,Lead,2382.87
L027787,2025-01-10,CAM0200,CH07,SMB,Germany,MQL,957.03
L027788,2024-10-30,CAM0278,CH06,Mid-Market,Singapore,Opportunity,910.52
L027789,2025-04-06,CAM0119,CH03,Enterprise,UK,MQL,677.46
L027790,2026-07-02,CAM0167,CH05,SMB,UK,Lead,1188.34
L027791,2024-01-25,CAM0200,CH07,Mid-Market,UK,Lead,2220.87
L027792,2025-10-20,CAM0088,CH02,Enterprise,Germany,SQL,2550.3
L027793,2025-10-15,CAM0198,CH06,Enterprise,Germany,MQL,888.1
L027794,2025-01-21,CAM0120,CH06,SMB,Germany,Customer,3142.75
L027795,2024-11-26,CAM0131,CH06,Enterprise,Germany,Lead,1945.8
L027796,2025-08-07,CAM0115,CH06,SMB,Germany,Opportunity,3446.62
L027797,2026-01-15,CAM0039,CH04,Enterprise,Germany,Opportunity,2357.54
L027798,2024-07-20,CAM0300,CH01,Enterprise,Singapore,MQL,1538.55
L027799,2025-02-22,CAM0125,CH01,SMB,US,MQL,1321.38
L027800,2024-11-21,CAM0148,CH04,Mid-Market,Australia,MQL,4127.84
L027801,2024-04-24,CAM0274,CH01,SMB,Singapore,MQL,2016.29
L027802,2024-02-12,CAM0259,CH06,Mid-Market,Australia,Opportunity,464.45
L027803,2025-04-11,CAM0087,CH05,Enterprise,US,Opportunity,1190.03
L027804,2024-01-21,CAM0285,CH06,SMB,Australia,SQL,1164.98
L027805,2025-08-06,CAM0038,CH05,SMB,US,Lead,2245.96
L027806,2025-10-26,CAM0175,CH02,Enterprise,Australia,SQL,266.43
L027807,2026-08-02,CAM0125,CH01,SMB,Australia,MQL,3089.78
L027808,2026-08-30,CAM0247,CH05,Mid-Market,Germany,Opportunity,1744.25
L027809,2025-08-07,CAM0090,CH02,Mid-Market,Singapore,Lead,3309.07
L027810,2025-11-16,CAM0124,CH03,SMB,US,MQL,3135.35
L027811,2025-04-03,CAM0022,CH04,SMB,Singapore,Lead,1018.21
L027812,2024-12-02,CAM0082,CH03,SMB,Australia,Lead,3503.02
L027813,2024-02-01,CAM0289,CH03,Mid-Market,US,Lead,1126.57
L027814,2024-04-05,CAM0294,CH03,Mid-Market,Germany,Lead,1249.18
L027815,2024-11-27,CAM0066,CH04,Enterprise,Australia,Customer,2840.21
L027816,2026-06-01,CAM0031,CH03,Mid-Market,Germany,MQL,2944.67
L027817,2024-03-21,CAM0166,CH02,Enterprise,Germany,MQL,2339.98
L027818,2025-05-28,CAM0029,CH03,Mid-Market,Singapore,SQL,1793.12
L027819,2024-04-14,CAM0227,CH06,Mid-Market,Germany,Lead,721.46
L027820,2024-12-13,CAM0171,CH03,Mid-Market,Germany,Lead,1397.92
L027821,2026-05-22,CAM0200,CH07,Enterprise,UK,Customer,1974.03
L027822,2025-12-13,CAM0290,CH04,Enterprise,US,MQL,2049.19
L027823,2024-02-14,CAM0037,CH01,Enterprise,Australia,Opportunity,1222.6
L027824,2025-05-20,CAM0239,CH05,SMB,Australia,Opportunity,815.3
L027825,2024-10-25,CAM0257,CH07,Mid-Market,UK,MQL,2940.96
L027826,2024-11-01,CAM0049,CH02,SMB,Australia,SQL,3235.7
L027827,2025-06-27,CAM0208,CH06,Mid-Market,Australia,Customer,1017.36
L027828,2024-05-24,CAM0065,CH05,SMB,Australia,Opportunity,1576.29
L027829,2025-04-24,CAM0266,CH04,Enterprise,Germany,MQL,2111.41
L027830,2024-09-12,CAM0098,CH07,SMB,UK,SQL,2544.46
L027831,2024-06-02,CAM0270,CH07,SMB,Singapore,Lead,2185.59
L027832,2024-03-29,CAM0119,CH03,SMB,Germany,SQL,2598.68
L027833,2025-07-27,CAM0277,CH06,Enterprise,Australia,Opportunity,584.92
L027834,2024-03-15,CAM0222,CH02,Mid-Market,UK,SQL,1339.07
L027835,2026-03-31,CAM0059,CH01,Mid-Market,Singapore,MQL,2608.09
L027836,2025-02-21,CAM0167,CH05,Mid-Market,UK,SQL,2504.89
L027837,2024-07-01,CAM0091,CH06,Mid-Market,Germany,Lead,1439.82
L027838,2026-06-23,CAM0280,CH01,SMB,Germany,Lead,807.18
L027839,2024-12-21,CAM0171,CH03,SMB,Germany,Lead,71.23
L027840,2024-12-29,CAM0290,CH04,SMB,Singapore,MQL,1819.5
L027841,2024-03-17,CAM0140,CH07,Enterprise,Singapore,Lead,375.37
L027842,2024-09-15,CAM0040,CH02,SMB,US,Opportunity,2736.71
L027843,2026-06-19,CAM0282,CH03,SMB,Australia,Opportunity,503.34
L027844,2024-04-10,CAM0255,CH03,SMB,Singapore,Lead,302.63
L027845,2024-05-28,CAM0109,CH04,Mid-Market,Singapore,MQL,2517.95
L027846,2024-10-01,CAM0108,CH01,Enterprise,Singapore,MQL,1493.04
L027847,2025-03-15,CAM0264,CH03,Enterprise,Germany,MQL,3162.22
L027848,2025-04-25,CAM0294,CH03,SMB,Germany,Lead,2070.81
L027849,2024-10-15,CAM0220,CH03,Mid-Market,Australia,MQL,2729.85
L027850,2024-08-24,CAM0065,CH05,Mid-Market,US,Customer,1235.95
L027851,2025-03-08,CAM0070,CH02,SMB,UK,MQL,3466.68
L027852,2026-04-26,CAM0067,CH07,SMB,UK,MQL,827.94
L027853,2025-06-17,CAM0278,CH06,Enterprise,Germany,Lead,2103.45
L027854,2024-11-20,CAM0147,CH02,Mid-Market,Australia,SQL,1895.04
L027855,2024-02-21,CAM0281,CH05,Enterprise,UK,Opportunity,3034.22
L027856,2026-01-01,CAM0118,CH07,Enterprise,US,Lead,3281.46
L027857,2024-10-26,CAM0095,CH07,Mid-Market,US,SQL,1438.16
L027858,2024-03-10,CAM0089,CH01,Enterprise,UK,Lead,1733.17
L027859,2024-03-05,CAM0076,CH04,Enterprise,Germany,Lead,1191.17
L027860,2025-10-07,CAM0251,CH06,SMB,US,Opportunity,2631.37
L027861,2025-11-11,CAM0256,CH03,Enterprise,Australia,Customer,4663.9
L027862,2025-04-01,CAM0131,CH06,SMB,Singapore,MQL,2691.25
L027863,2026-01-16,CAM0270,CH07,Enterprise,US,SQL,2829.43
L027864,2024-06-14,CAM0018,CH01,Enterprise,Singapore,MQL,17.63
L027865,2025-07-12,CAM0064,CH06,Mid-Market,Germany,Lead,3792.88
L027866,2026-03-28,CAM0065,CH05,Mid-Market,Singapore,Customer,137.71
L027867,2025-03-17,CAM0271,CH02,Mid-Market,UK,Customer,766.44
L027868,2026-07-16,CAM0074,CH04,Enterprise,Australia,Lead,4603.96
L027869,2024-12-06,CAM0126,CH04,Enterprise,Germany,MQL,645.94
L027870,2026-06-13,CAM0245,CH05,SMB,Singapore,Opportunity,2458.56
L027871,2024-10-02,CAM0094,CH01,Mid-Market,Australia,SQL,3401.87
L027872,2024-09-14,CAM0119,CH03,Enterprise,UK,Opportunity,3394.76
L027873,2026-01-24,CAM0227,CH06,Mid-Market,Germany,MQL,1102.79
L027874,2024-03-02,CAM0235,CH02,SMB,US,MQL,2883.61
L027875,2024-02-02,CAM0229,CH02,SMB,Singapore,Lead,2826.32
L027876,2025-08-06,CAM0262,CH02,Enterprise,Singapore,Opportunity,2651.72
L027877,2024-03-07,CAM0215,CH02,Enterprise,US,MQL,1781.14
L027878,2025-08-19,CAM0250,CH01,Mid-Market,Germany,Opportunity,2316.48
L027879,2026-05-06,CAM0142,CH06,SMB,US,Lead,3665.25
L027880,2026-08-29,CAM0231,CH05,Enterprise,Germany,Lead,1216.24
